1,https://github.com/MarvinJ514/Jenkins_auto_Week-3,
2,https://github.com/MarvinJ514/Jenkins_Week3,
3,https://github.com/Fellow-Consulting-AG/NewSmartdata,
4,https://github.com/MirsadHTX/GUI,
5,https://github.com/MarvinJ514/week6_ELK-python-application-logging,
6,https://github.com/pirad/hoerbert-tool,
7,https://github.com/manesabc/german,
8,https://github.com/balp/ets2_dash,
9,https://github.com/pangxie1987/uiautomator2,
10,https://github.com/herbishere/WiStS,
11,https://github.com/herbishere/WiStS,
12,https://github.com/SergeyMakhonin/mixa_json,
13,https://github.com/18xar/Opgave-15,
14,https://github.com/maryville-swdv-660-SP20-01/assignment-week-1-MarvinJ514,
15,https://github.com/DrDJIng/FiberStretchProgram,
16,https://github.com/valtercioj/adivinhando-numero,
17,https://github.com/msjones3/intro_pysimplegui,ExtractedData/images/intro_pysimplegui_17_1.png
18,https://github.com/MirsadHTX/GUI,
19,https://github.com/MirsadHTX/GUI,
20,https://github.com/AllYRM/Alarm_Clock_Project,
21,https://github.com/sfneal/pdfconduit,
22,https://github.com/balp/ets2_dash,
23,https://github.com/fugitivus/python,
24,https://github.com/fugitivus/python,
25,https://github.com/fugitivus/python,
26,https://github.com/fugitivus/python,
27,https://github.com/fugitivus/python,
28,https://github.com/sfneal/pdfconduit,
29,https://github.com/feoc10/BitMap_ISO8583,
30,https://github.com/nngogol/PySimpleGUIDocGen,ExtractedData/images/PySimpleGUIDocGen_30_1.png
30,https://github.com/nngogol/PySimpleGUIDocGen,ExtractedData/images/PySimpleGUIDocGen_30_2.png
30,https://github.com/nngogol/PySimpleGUIDocGen,ExtractedData/images/PySimpleGUIDocGen_30_3.png
31,https://github.com/wgong/py4kids,
32,https://github.com/liviaerxin/CT_Images,
33,https://github.com/liviaerxin/python-tutorials,
34,https://github.com/kingfisher09/TwintTree2.0,
35,https://github.com/YKojima9070/FileCopy_v1.2,
36,https://github.com/Alejandra-BAB/Epos,
37,https://github.com/polajev/concat2fastas,
38,https://github.com/mitchellhumphrey/seq-kage,
39,https://github.com/rmcsqrd/BionicChess,
40,https://github.com/Whateverdoa/TC_mjth_2019,
41,https://github.com/EAbeier/WebscrapingPython,
42,https://github.com/el-abcd/test01,
43,https://github.com/RussAbbott/PyLogo_,
44,https://github.com/hikomen/GuvenliSurus,
45,https://github.com/fvillena4/seminarioPython2020,
46,https://github.com/konsan1101/py-etc,
47,https://github.com/ball13411/PySimpleGUI-Calculator,
48,https://github.com/zachsperry666/etsy,
49,https://github.com/scholer/Zepto-LIMS,
50,https://github.com/NeroNekro/PortableController,
51,https://github.com/zachsperry666/etsy,
52,https://github.com/alfredzou/data-analytics-and-science-notes,
53,https://github.com/SamHarris2020/Assorted-Projects,
54,https://github.com/darckwind/log_arcoandriemman,
